non_standard_date_0,non_standard_date_1,category_2,id_3,name_4,complex_5,non_standard_date_6,small_floats_7,category_8,very_large_number_9,boolean_10,mixed_numeric_11,mixed_dates_with_nulls_12,non_standard_date_13,mixed_dates_with_nulls_14,non_standard_date_15,complex_16,small_floats_17,boolean_18,category_19,utf8_20,utf8_21,mixed_names_with_nulls_22,category_23,mixed_dates_with_nulls_24,utf8_25,category_26,utf8_27,id_28,small_floats_29,small_floats_30,mixed_dates_with_nulls_31,mixed_dates_with_nulls_32,utf8_33,utf8_34,non_standard_date_35,complex_36,non_standard_date_37,mixed_names_with_nulls_38,very_large_number_39,complex_40,very_large_number_41,id_42,boolean_43,boolean_44,non_standard_date_45,id_46,category_47,mixed_numeric_48,non_standard_date_49,very_large_number_50,non_standard_date_51,mixed_numeric_52,id_53,name_54,non_standard_date_55,small_floats_56,mixed_dates_with_nulls_57,mixed_numeric_58,mixed_dates_with_nulls_59,boolean_60,sparsed_columns_61,boolean_62,non_standard_date_63,small_floats_64,non_standard_date_65,sparsed_columns_66,mixed_numeric_67,mixed_dates_with_nulls_68,small_floats_69,complex_70,boolean_71,id_72,mixed_numeric_73,very_large_number_74,email_75,mixed_missing_values_76,email_77,category_78,category_79,id_80,mixed_numeric_81,complex_82,non_standard_date_83,email_84,email_85,mixed_dates_with_nulls_86,mixed_names_with_nulls_87,id_88,mixed_dates_with_nulls_89,very_large_number_90,complex_91,non_standard_date_92,category_93,non_standard_date_94,small_floats_95,very_large_number_96,mixed_numeric_97,boolean_98,id_99
06-09-1997,2020-10-14,A,2504925847,Sherry Smith,(0.1821692862464821+0.38979374421165713j),28-01-2006,0.5604534013415511,,36746812156325264277,True,48,,2000-12-31,,24-09-2003,(0.8127042436079218+0.17740502836469585j),0.6976228097758143,True,B,陆晶,郝佳,,B,,周洋,B,罗玉珍,99400,0.4643576289890845,0.14582188244358196,,01-04-2017,国洋,谢杰,12-24-2023,(0.06181760992149976+0.32912489246916254j),04-01-1996,,39489733828431763334,(0.4722726881319843+0.5029923343433259j),52221352715680576671,5343113958,,False,01-20-1998,45089,C,659,03-17-2011,77071040181845419788,24/08/24,forward,2097349564,Anne Robinson,13-10-2018,0.28520018061237906,,839,,,man,,20-12-2005,0.8321227709821337,04-02-2018,full,surface,10-02-2000,0.5798626422914044,(0.40603016375442325+0.564196652797778j),False,5220076310,383,95822770121069965797,ejones@example.net,Not found,erica29@example.com,B,B,18655,884,(0.4268813182487098+0.11060017112190823j),2009-03-12,droy@example.net,juan51@example.com,,Russell Wagner,14854,06-23-2010,62738684258583978967,(0.44494191522201676+0.3740828244003215j),11-13-2007,A,2019-08-26,0.6477514442017165,69004208860631919838,born,,2347590777
06/26/1997,1996-05-04,B,3155345632,Deborah Austin,(0.20355961189013594+0.39728037276859973j),24-08-2015,0.15827620702867162,,15549271851766971614,YES,level,04-06-2005,09/18/2007,,04-07-2014,(0.06318799717976054+0.9194951313047688j),0.6289699531993053,YES,B,郑秀芳,金雪梅,Erin Holt,B,05-01-2012,袁旭,C,吴芳,62464,0.37307660897014083,0.44231368922096936,02-07-1998,05-12-2001,钱军,王坤,06-03-2006,(0.16180263339998913+0.7155892775135765j),07-13-2003,,48620582113399770462,(0.809552444362339+0.7461935125529365j),23986494423697025523,2608269280,False,True,2007-01-09,48764,C,770,07-31-2010,33449190459847013553,01-27-2017,positive,7837606398,Timothy Adams,01-05-2019,0.6459136254012492,,554,,True,picture,,05/19/2019,0.5072884899038606,14-10-2008,agency,green,22-02-2008,0.3551974677249078,(0.26014710347355896+0.5602977768868311j),False,6911804615,issue,428933953504777857,jeffrey88@example.com,,brittanyowens@example.com,,D,52459,customer,(0.4539526355624536+0.823533079659592j),2018-03-04,gmiddleton@example.net,diane06@example.net,,Mr. Willie Riley,18122,10-17-2022,63321254038593245191,(0.6333593444735716+0.1499107080435379j),02-27-2016,A,2012-10-21,0.38454720261293485,88787981971742761987,too,YES,4649958621
04/09/2009,2007-10-01,B,3694007204,Christina Arellano,(0.19735092567889578+0.14702713687383806j),10-08-2019,0.11047809369059514,B,98738334000124272411,NO,break,,10-29-1997,,05-12-2011,(0.35178144035989034+0.04601981628159568j),0.1476475724030002,NO,,关岩,朱龙,Ashley Callahan,D,03-07-1995,刘欢,B,张凤兰,78597,0.45735010670335463,0.6234245643203099,,,赵秀云,谭淑兰,02-01-2014,(0.704195107353142+0.9426629255194279j),01-27-2009,Jorge Anderson,82563042723991522274,(0.2032259595421182+0.3624188130839695j),56361682583011592105,5514386581,True,True,12/16/2012,54422,C,575,08-01-2000,55843002089761230983,10-07-1997,while,9755937120,Anna Mitchell,17-04-2007,0.5787105044063167,1995-07-30,whom,01-10-2013,True,,NO,1999-03-09,0.3576668464651299,17-09-2010,among,knowledge,,0.7555664223558202,(0.4010324298096136+0.3140217114193027j),True,9219127235,whole,47552554756602205162,anna41@example.org,send,hhenderson@example.org,C,C,64657,539,(0.958625280806956+0.7308066829735869j),2012-06-17,grussell@example.org,rmills@example.org,29-07-1998,Katie Hill,51844,02-26-2003,6060337710790640669,(0.9116439138330215+0.09549158883579045j),11-03-1996,C,2011-12-05,0.1493950667710029,64746599860037207459,weight,,3889700855
10-01-2022,2021-03-16,D,9580205100,Amber Jackson,(0.3588093052193777+0.2334083714565489j),08-01-2019,0.6982143463374861,A,25876208751286871469,NO,75,06-12-2019,01/05/01,09-02-2002,05-07-1997,(0.8677093577288236+0.8698032806245447j),0.5204481746235836,YES,,张志强,杜健,Kevin Taylor,D,,马璐,B,麦琳,88490,0.9249990998130974,0.3143729664278151,,,吴磊,司飞,04-11-2008,(0.3570539467500412+0.7254248313287588j),01-22-2018,,25070575308806459399,(0.537114076941832+0.21208291191972062j),87370173254607224462,1603234446,YES,True,2024-02-01,84133,C,185,04-05-2005,47786708496462024969,2013-10-27,36,4777566588,Jordan Marquez,27-04-2019,0.8062409534556264,2002-03-22,307,,,,,03-04-2001,0.9740941145808392,26-09-2017,bank,919,,0.7233402698872365,(0.8415468886995152+0.09519819515046435j),False,3876459940,890,51361645897147294635,amyfrederick@example.net,Not found,ukramer@example.com,B,,82826,501,(0.9008421989139302+0.4096940382190436j),2024-05-22,yjohnson@example.org,moralesshelia@example.org,28-06-2021,Joseph Hamilton,60265,,82115969381067000688,(0.7551971909451058+0.029345980019223727j),08-29-2010,B,2016-06-17,0.028739295465010306,92379122460488720022,627,YES,2216822566
03/30/2004,2012-07-12,C,8240284837,Philip Long,(0.4738480944351414+0.3987099223085262j),12-02-2007,0.8625206147619485,,90948823909128609204,True,type,,17-12-2005,11-25-2015,23-06-2014,(0.4489277428817233+0.10178007113476395j),0.012715363651326306,,C,娄超,杨涛,,,,翟瑞,D,郭林,60431,0.19029205448740472,0.0743260652776071,09-03-1995,,郭健,邱静,10-31-1998,(0.5141195796668476+0.0723524036675216j),07-27-1995,Eric Baker,77954879766942101825,(0.93942031166994+0.07275788721315912j),68072448861829802725,8457870788,YES,False,06/23/2022,44124,A,729,01-29-2007,84956309966755246362,2022-12-14,874,2313959837,Jodi Montoya,28-06-2004,0.7800602761663465,,try,,False,,YES,2018-05-21,0.39918136102974244,27-03-2003,,739,24-02-2004,0.7735913464238375,(0.7249982744648936+0.6916107563252737j),True,8500007828,gun,69445994484799408864,lwilliams@example.net,expect,frank70@example.org,C,C,82088,especially,(0.3687147288662712+0.3365749461976283j),2014-10-29,josepheaton@example.net,christopher68@example.org,30-05-2002,Justin Thompson,19464,,77221758747994002145,(0.676342825842575+0.6469581039380887j),02-23-2004,,2022-09-19,0.9502911258186575,55529166698979906478,77,YES,3915068612
03-05-1995,2007-01-31,A,5500133529,Sarah Haynes,(0.5455130508584226+0.19374103785398522j),16-08-2008,0.10612762255694197,D,89519827451824020070,,502,,06-05-2015,05-03-2016,11-01-2005,(0.5072777879810343+0.7359169034523865j),0.7329538794535839,True,B,李博,赵兰英,Emily Williams,B,,莫桂香,,姚红梅,37400,0.42464016759826007,0.16329505615044249,,10-05-2024,张桂兰,周倩,05-09-2024,(0.6399685013177069+0.6711757510548741j),05-22-2009,,38046830489422240905,(0.21454429520125384+0.3111400400526465j),88252990322516694477,7787719405,,False,2007-12-27,75417,B,per,06-15-2016,25461856521493627478,26/12/26,add,9757786327,Stephanie Burns MD,14-10-2015,0.1730513795496762,2023-04-02,guy,,NO,who,,11-05-2010,0.018218040961690884,03-06-2007,,708,,0.39501415244701954,(0.7583933752547993+0.506613955431648j),False,5670725874,degree,24111159724587756583,lindagould@example.org,Not found,hensleyangela@example.com,B,D,83936,684,(0.4286236571592196+0.7241161805377544j),1999-05-23,garretteric@example.com,masonsean@example.com,,Mark Johnson,22206,,19445645643370426463,(0.33086479176736583+0.0050152328004618996j),10-08-1995,C,2023-05-26,0.9980890654975164,92960238240501326034,bring,,4070107458
10-05-2003,2003-10-13,B,5852567661,Julie Cruz,(0.37167962361648965+0.13645956432018003j),03-03-2008,0.9520042400579022,B,16355253344464782690,True,471,08-07-2013,03/09/2005,01-01-1996,16-01-2011,(0.36230872405257364+0.731205519505542j),0.26097858835812626,True,A,郭志强,郑莹,Holly Simpson,C,,叶华,B,董晶,14445,0.6232250691707361,0.06483035093576062,23-03-2019,26-03-2017,李欢,孙晶,06-13-2012,(0.012937249395853945+0.9003959651297092j),07-07-1995,Christina Blake,51843158875680801805,(0.4442134486634026+0.7771276161472991j),13219979893178303537,4440335855,NO,True,21/11/21,48088,D,870,05-04-2001,97585953425660186168,24/12/24,about,9324873909,Tristan Schroeder,20-08-2013,0.49022985926007157,,619,,YES,,,01/05/2009,0.5496742028692768,03-06-2014,perhaps,401,,0.06121961405357923,(0.8221156022137608+0.7052647549586275j),True,9949949242,9,9801666499552035551,adrienne88@example.org,,michelle15@example.com,B,,62432,653,(0.4411555222885166+0.2607108955259094j),1997-09-06,bauernicholas@example.org,lwall@example.org,04-03-2014,,46324,03-17-2016,18434232811500014471,(0.5707240565418247+0.4182094435921596j),11-07-2020,D,2013-11-12,0.7541890503470385,45132844069926625154,affect,,1407605596
2000-10-16,2018-04-04,C,1495927179,Peter Jefferson,(0.16034013629264166+0.8839192136787786j),20-12-2014,0.45807654184114666,C,17384116225031732081,NO,1,,11-11-2002,,16-01-2013,(0.6576289878060385+0.5079138518324703j),0.7697238871080399,False,,李洁,王霞,Regina Taylor,C,06-28-2005,马桂荣,C,萧健,32886,0.7774822343783145,0.22768926745894824,,,崔阳,杨海燕,07-26-2009,(0.20379871670340544+0.9190303248620126j),09-16-2014,,53376289255293169636,(0.5480991220458055+0.006996622272901765j),14607499992642735520,5925805445,YES,True,27-10-2009,97122,,yet,06-13-2017,71980498182855262610,07/08/1997,771,9300713074,James Oneal,28-04-2000,0.632693114653035,,month,,NO,,False,2023-06-13,0.7576341109777729,15-01-2024,already,benefit,28-08-2022,0.7711420461200579,(0.5753440808887849+0.2707535510324194j),False,9208243780,489,92843281303197141904,thomasvictor@example.net,,ablackwell@example.com,D,D,57076,morning,(0.31191563238977593+0.4524641887506593j),2014-12-27,adalton@example.net,rileymariah@example.org,,Brenda Bartlett,32104,09-28-1994,43636786674812975569,(0.9810927294389099+0.20333117556212466j),02-16-2017,B,2022-12-25,0.5180583328651641,19306252744531754373,provide,NO,8325252625
01/25/2017,2012-07-16,B,3957706223,Michael Kelly,(0.461576135642747+0.7612567193804035j),22-05-2010,0.9676907477334529,D,40245160422983661946,YES,be,,03/14/2012,,01-07-2023,(0.39243384597989883+0.8139943638064571j),0.10216151857749844,False,D,秦淑兰,李琳,,B,05-09-2016,朱玉,,王莹,43151,0.0035455323588770016,0.06903239067285483,12-10-2003,,黄浩,马丹,03-06-2012,(0.5852687704099145+0.008806257514509364j),12-19-2002,,74025573506100090148,(0.38786536154409335+0.28123129993186624j),50546629152333210706,3878651751,False,False,06/01/1998,97648,C,market,06-25-2007,63660004898065164508,02-08-2005,guess,3920448113,Robin Parker,20-09-2016,0.4262253548913565,2010-04-24,456,20-09-2005,False,,False,17/02/17,0.3723193085963076,01-02-2002,,whom,,0.8948686794748405,(0.07970275078113942+0.30035687530588007j),True,2205169886,824,98705827643205826656,destiny10@example.net,,tyrone41@example.net,A,B,30908,product,(0.8688312539603913+0.5416635214783618j),1996-09-23,hannahbowen@example.org,wileyryan@example.net,21-05-2004,,23508,08-08-2004,29924623964306870106,(0.16097445425376578+0.05736606143209766j),01-21-2003,C,2017-05-30,0.38901395144550865,42353333508947105438,would,False,8672391092
26-08-2023,2015-05-23,C,4145200136,Robyn Jordan,(0.6784351729313406+0.978327044154307j),04-06-2013,0.7144997564196003,,69382261018888061855,NO,909,,2023-03-13,,21-12-2017,(0.814098268817615+0.9289788839906781j),0.0019495299168483804,,C,夏建,杨桂珍,Brandi Huff,A,,周丽娟,D,吴柳,89075,0.9813974883265816,0.2904439669316471,,05-03-1999,郭冬梅,吕淑英,10-19-2013,(0.4658320819278823+0.9339294753986469j),11-29-2006,,48784074428893909799,(0.22719263441978743+0.48122030787447967j),924414018104065198,7931574763,YES,True,2008-08-10,79319,B,665,03-18-2017,68258710327602338510,08/03/2013,765,9992851822,Mark Chan,21-08-2016,0.210792671014168,2021-04-05,she,05-06-1995,True,,YES,17-09-2016,0.9439803775720699,04-11-2015,enjoy,treatment,,0.7950445438914913,(0.3823241893219863+0.2919647429188026j),False,4575148628,card,2165326759761665701,jbrown@example.net,Not found,vward@example.org,,A,69424,567,(0.19421270528223356+0.19346782419071018j),2023-05-16,vlucero@example.org,perryjeffrey@example.net,16-09-2009,,33854,,57158014137484681483,(0.15710268590782162+0.4086390994904455j),04-10-2002,,2009-08-01,0.09348202646720938,94236926712247403913,454,NO,8447379209
12/06/12,2014-08-14,,4717850724,Kathleen Jones,(0.44823094348921344+0.3894092523122925j),10-11-1996,0.6327108736746458,,96122971527290376162,,888,23-03-2023,09-06-2017,,04-02-2011,(0.7181897076992809+0.2553794522017684j),0.4278061157811579,YES,D,张龙,关明,Danielle Webb,D,,卢倩,,杨琴,55100,0.9255437859488482,0.2643446309700317,26-07-2022,11-09-2003,王林,苏艳,01-05-1995,(0.3622217187688114+0.609295417709575j),12-17-2017,,70037672391716224248,(0.6520226331023056+0.8365450428614254j),95942185565260372137,7430665183,False,True,31-05-2014,62018,D,24,02-15-2020,94208700357887724500,06-18-2018,above,9010213021,Jenny Ruiz,17-07-2022,0.4030429091227552,2012-10-06,903,08-08-2011,NO,,False,24/10/24,0.018723291358340388,12-01-2005,,769,,0.602087659159943,(0.9709933492599492+0.8455397104300997j),True,1146874845,17,37785963351275467412,reynoldsthomas@example.org,Missing,perkinsvalerie@example.com,C,A,74636,276,(0.0899801806528785+0.65203542927855j),1996-08-20,hubbardjustin@example.com,andrewnunez@example.net,,Kathy Wilkins,51610,04-16-2021,14557331552444577828,(0.9890026261723625+0.6131454857482552j),09-23-1994,B,2000-01-03,0.5611979250556928,80444450971472511324,440,NO,4028307624
05/17/2005,2020-03-25,C,6252698261,Lisa Cole,(0.26849184038170193+0.9711008909248167j),17-01-2014,0.48872395042390027,B,61599690581740891748,True,227,,22-07-2020,,25-04-2012,(0.8993730009031605+0.687269544899282j),0.9150192932172821,NO,C,蒋欣,许秀英,,A,05-13-2017,陈莹,B,孙斌,90762,0.40108088992460744,0.6554865936330101,19-07-2004,,黄阳,张博,10-05-2004,(0.542539437331318+0.816535571219512j),10-28-2014,Molly Cook,12324649780046654667,(0.05487493045636549+0.36207042405237333j),69337813811987229393,1188697421,NO,False,24/04/24,29781,,533,08-01-2010,18856764230197904768,26-06-2010,ten,9790001036,Andrew Le,23-01-2002,0.6340834921599655,2008-03-31,809,,,,YES,10-26-2015,0.06858848157323283,15-09-1998,report,lawyer,,0.08006667292040848,(0.2954872521058467+0.8380080815968507j),False,5429310479,528,92358276755389730251,larryjohnson@example.com,Not found,nbenson@example.net,D,D,88345,someone,(0.5886954561170158+0.42670715560277994j),1999-03-10,carolblack@example.com,shannon01@example.org,12-08-2011,Becky Chapman,46188,05-23-2009,23331018654755629516,(0.8264234943406729+0.8533991232269929j),03-07-2014,,2003-08-02,0.9809926421225195,55987931567362785470,film,YES,4456479154
2010-06-08,2012-10-16,A,7780061110,Grace Thompson,(0.8214939911825866+0.8189830693348057j),22-05-2011,0.16583382648418743,C,25683805030189356310,True,216,,2000-12-27,,31-07-2016,(0.07352332363373149+0.1295878213414391j),0.5794071553879486,,,谭平,庞桂英,,C,,王桂珍,A,谢雷,34494,0.49349806743042357,0.19944855786274285,,,陈海燕,李琳,04-30-2024,(0.6970031463934663+0.5745350363345877j),09-25-2021,Marie Obrien,58977688537306007722,(0.4546668848384481+0.9848647756048087j),51510377880734959978,9787542897,,False,27-06-2018,71196,A,raise,01-01-2024,34799725596811299919,24/02/24,such,6298404782,Linda Parsons,26-07-1994,0.7419512674887113,,least,10-07-2018,NO,,False,08-16-2015,0.15535455275984855,25-12-2010,,880,14-10-1996,0.2315384733392758,(0.8219454117621413+0.9868905211506376j),True,4765260242,science,97921126649012646606,jacob39@example.org,,shill@example.com,C,,63846,purpose,(0.06313251049478275+0.19785409217250838j),2018-06-15,staceyadams@example.net,rodriguezkenneth@example.org,27-11-1994,,73072,08-16-2021,43033778298991523073,(0.21716228969420326+0.9772691416739612j),11-07-2003,D,2023-07-19,0.8948289989938085,86659006286096891065,529,False,8308208552
07-23-2004,2013-04-04,,1987521406,Tracy Martinez,(0.20419545148603302+0.22174671951724867j),02-08-2014,0.26317977196493536,D,70474764360883967023,True,5,,04/16/2013,08-08-2007,24-09-2022,(0.24079615569863044+0.4688184314373499j),0.7993883808918697,YES,C,徐飞,王玉梅,Nicole Mcneil,,,张雪,D,华海燕,47350,0.7334115509311226,0.33158295269536153,01-11-2015,,刘杨,王慧,06-29-2024,(0.9064082772036933+0.06112783071306349j),03-02-2023,,58091368155947990609,(0.9447571260769551+0.12350358080594426j),65600644420829368869,9184920421,False,False,2001-08-07,20700,A,culture,08-10-2010,66997538272350325073,12/10/2019,431,8098432555,Robert Morales,27-12-2019,0.8748623499903734,2010-04-11,928,,False,,NO,03/10/03,0.6253319443869572,16-09-2009,,future,,0.6681994695267823,(0.82224681441113+0.8733074696558487j),False,5986119172,663,29744332598833911209,randywilson@example.org,missing,ifranklin@example.com,D,A,49728,297,(0.13796339796099377+0.9909042491885973j),2015-04-20,miguelboyer@example.org,npitts@example.org,,Michael Bray,10517,,22390685971579496809,(0.05340864910412069+0.09594339139609653j),05-17-2002,D,2007-03-20,0.4688796614643488,26515948075466700510,277,True,9098614174
08-24-2008,1995-12-22,B,6347083373,Aaron Dean,(0.5006272499169377+0.392590908385794j),09-02-2017,0.8289314530803793,,21986897646725790154,NO,398,,18-07-2006,,25-11-2017,(0.24904142107690308+0.9202066372514257j),0.5024338715689727,True,B,潘秀芳,廖杰,,,11-17-2014,路桂珍,A,温雪,96812,0.13275589568250623,0.37931283933296034,10-07-2022,30-06-2020,刘晨,向小红,12-30-2023,(0.5678855507256132+0.3984311027617353j),09-23-2006,Renee Fuentes,55993504861818230607,(0.28282029101746486+0.06025791978179562j),90210572548166421871,2138856069,True,True,13/12/13,55976,B,worker,01-01-2007,44026170044157033334,19-06-2007,lawyer,5605228958,Jared Higgins,14-08-1995,0.7342179186929703,2021-02-13,696,08-06-2018,YES,,NO,2008-07-14,0.3648613401473918,18-04-2023,owner,373,,0.25409675863081116,(0.2642163948114977+0.731934985353459j),True,3696355472,611,91936866064855510235,parkersabrina@example.com,,james30@example.com,D,A,46133,opportunity,(0.14958852170692594+0.39544157911165123j),2007-02-22,qwilliams@example.com,sarahcollier@example.net,13-01-2012,Timothy Howard,40257,,83524014513701944035,(0.6639837104061431+0.5130928365954881j),05-14-2019,C,1997-04-25,0.47411200251443186,89950524222969124585,320,,5983304844
05-16-2001,2010-11-19,B,7279378347,Heather Fleming,(0.12048036074637514+0.8694414989055208j),11-06-2023,0.867625974642099,,27335950410787253949,False,letter,,13/07/13,,13-01-2014,(0.5953507507930931+0.8185363290402834j),0.7101603226398375,False,D,刘阳,陈丽娟,Phillip Washington,,,赵玲,C,刘红,44262,0.00636029518940695,0.861358497146114,,14-05-2017,谢林,蔡晶,10-31-2013,(0.8956554789604729+0.7368968550080088j),07-16-2008,Jeremy Palmer,74052527117574373632,(0.07404685641199282+0.7842390924449414j),70171338449961673042,6608049957,False,True,11-10-2000,15561,D,simple,03-09-2015,93804738172216621382,30/01/30,180,3479016570,Eric Davis,16-05-1996,0.7378882157302649,,change,,False,,,31/05/31,0.30920143924482235,04-03-2005,,176,22-05-2019,0.8528621095668822,(0.6668295295493989+0.17911879403746378j),False,6580260301,technology,34324104757319959815,caitlincole@example.net,Not found,tstewart@example.com,C,C,22179,behind,(0.7977535955676642+0.0307590200701765j),1999-05-02,alexiscabrera@example.com,garciajesse@example.com,03-12-2006,,66161,08-01-2009,90390030861613959187,(0.7869164634983856+0.748965031679972j),07-27-2005,,2021-04-07,0.2691865206831384,63682147001326004319,nearly,YES,7083181858
12-10-2009,2009-01-23,C,8933177805,Gregory Hayden,(0.6425708809365823+0.4690367932273326j),21-10-2016,0.9720900807871625,A,44528331971178311361,,149,23-10-2016,03/29/2005,12-18-2023,27-03-2008,(0.14867184933237654+0.29094313870362354j),0.07178785621319084,True,C,乔桂香,李红梅,Debra Diaz,D,,谢雪梅,B,郭红霞,68477,0.7269103534496317,0.38990772204301616,08-02-2016,,欧林,苗鑫,09-01-2005,(0.47147077005249194+0.37014963543169765j),01-03-2022,,37219959818094082505,(0.028341453263051708+0.7899325113889856j),23555206293758065425,9639579649,False,True,01/13/2014,57025,A,390,11-01-2010,24804556164893210298,31-08-2022,service,7462127985,Jennifer Castro,27-03-2020,0.48189903355915276,2008-11-14,author,02-07-2019,YES,key,,02/15/2024,0.9199220387322691,15-09-2013,,then,04-01-2017,0.7683577719722504,(0.08251720084267611+0.8332853309872936j),True,4333928039,752,36866452775063712751,jessica80@example.net,Missing,erinrose@example.com,A,C,91602,344,(0.4840391077357089+0.02528735739288368j),1998-02-19,steven03@example.com,lsanchez@example.com,,Tiffany Mccormick,52437,04-26-2003,35288769355977649579,(0.3649873440877939+0.907558777883448j),03-02-2014,A,2017-10-22,0.4067266370132433,7190177738900701661,PM,,1102839830
30/11/30,2016-06-02,D,2652603458,Zachary Williams,(0.25295956142840426+0.13287277213273807j),06-11-2009,0.14967943877924927,B,66171648553168163174,YES,else,17-02-1999,01-10-1996,11-16-1996,20-09-2016,(0.6149377834688522+0.3166894623798463j),0.9272626305396714,,B,孟丽丽,张桂荣,Tracy Miller,A,,黎莉,A,龚艳,24294,0.6030558955038344,0.5716170245540853,,14-09-2005,吴淑兰,王凯,05-08-2001,(0.01966324742262282+0.041090808623866715j),03-16-2012,,21594589260762871811,(0.6768426791482014+0.4571590554139634j),51500067110820790600,3331786698,True,False,01-03-2007,12395,B,596,08-03-2005,76046407742732457629,12/12/12,by,2472161050,Sara Harrison,02-11-2008,0.9068978695464676,2002-03-27,891,,False,ten,True,29-08-2021,0.9406389044733745,22-03-2001,,than,28-02-2010,0.3385688345751071,(0.557824586435949+0.49214976160684687j),False,4277451635,enough,27850692394082975641,arellanocameron@example.com,government,christopherbrown@example.com,B,A,17842,bag,(0.7558872772745403+0.7276306269752735j),1997-08-17,gina43@example.com,jermaine21@example.org,,Brian Hurley,57143,,22789056419856513526,(0.40529764690476056+0.6864341677101803j),07-28-2019,,2005-10-13,0.09979858944110864,20233786604960466201,650,False,5646739146
25-06-2004,2020-12-02,,2725685901,Derek Perez MD,(0.16223824889613536+0.9506404575597686j),06-12-2002,0.3819246112924761,B,84571893564370258376,True,786,,04/28/2010,04-02-2013,09-07-2012,(0.8281919111819369+0.2735880432248029j),0.1887907733404396,True,C,尤璐,黄红,Daniel Richardson,D,11-20-2018,娄鹏,A,袁欣,68963,0.507540890380645,0.6190092241380548,,17-07-1996,黄琴,董淑英,01-23-2019,(0.48073736310836446+0.48138652105493507j),10-24-2020,,37361758942100815651,(0.2085791342333143+0.7245336852998289j),32836367732886661358,4028745551,True,True,2023-12-24,40817,,base,05-06-1997,45879317011550435833,08-09-2004,term,7453651421,Jennifer Zhang,06-05-2002,0.2640116303329032,,183,,,,True,01-21-2000,0.5777861022694664,12-09-2009,economic,793,03-05-1999,0.2964006613965193,(0.9479189869221741+0.020378805978511494j),True,3615730847,range,6234429079496436812,yanderson@example.com,training,alyssa36@example.net,C,D,57753,citizen,(0.06657076978524179+0.6154800392965041j),2022-03-22,yfrazier@example.com,dkelley@example.net,11-08-1996,,42537,,22220209145467593156,(0.5338054360100627+0.4410685072058307j),08-22-1994,C,2014-12-07,0.7700346870588298,91327934644571693555,976,True,7769725808
09-12-2010,2021-12-31,D,1244380874,Jeff Young,(0.453775086007809+0.06395868772143332j),18-12-1997,0.6362698217137026,A,51312346116026923586,NO,speech,,2015-06-02,08-11-2011,29-12-2018,(0.10835927972317683+0.9489227063249119j),0.6034915567389791,True,D,边小红,朱娟,Charlene Watson,,,罗文,D,李敏,97000,0.8008171632980177,0.3001055474854346,,28-05-2017,蒋兵,刘桂香,09-25-2018,(0.7818385004153803+0.020340859756306284j),02-17-1997,,97555991306461497063,(0.054059311793578924+0.985323457818902j),79728411440012171056,3943325531,False,True,19/10/19,39043,B,158,08-29-2006,49790894480289596481,2007-07-26,everybody,7939016497,Ashley Holt,01-10-2015,0.7263160112468307,,cost,,YES,billion,True,15-09-1995,0.0703683139466964,19-11-2006,,120,12-07-2008,0.4947800094879986,(0.9923158353366994+0.3230679902959581j),True,8930201617,debate,99789646814733202128,yberry@example.org,,maryfisher@example.org,,C,20158,performance,(0.49297306123230766+0.8465825591300138j),2002-05-22,calvin34@example.org,kellie54@example.com,22-12-2004,,50206,,84099123378338422000,(0.3999525074622837+0.3445617919301801j),11-14-2002,A,2002-10-04,0.3672507784798995,9935677036969290872,four,False,6332371701
12/22/2006,2009-11-11,D,6081984768,Gina Hill,(0.6975943234225226+0.2832128697578017j),09-08-1996,0.5954431206105465,C,89176072102078689502,NO,include,,01-04-2020,09-14-2023,25-12-1994,(0.36796929888312835+0.7086576270239172j),0.2742501074593693,,D,胡桂英,袁桂兰,Matthew Miller,B,,陈鹏,D,辛凤兰,79646,0.6444656409226118,0.8904553587241,,,刘博,姬金凤,01-22-2004,(0.08626778219692688+0.4485410118715647j),06-16-2007,Katelyn Davidson,76241428741569990201,(0.7845724080400449+0.0030218226564187045j),77929976951834572675,7664090925,NO,False,07/05/2000,32734,D,table,03-01-1997,59915151517317611246,21-02-2001,152,2499779923,Laura Boyle,01-11-2000,0.6565641276583316,2019-02-19,condition,04-05-2014,YES,,,22/07/22,0.6128235597957978,15-12-1994,,12,10-01-2018,0.9467803876590103,(0.3282909179270187+0.9053164273529057j),False,9935658066,yeah,44973798713965061297,cbrowning@example.net,Not found,thomasalicia@example.net,C,,17366,940,(0.5169704570276781+0.2139169754743907j),2024-02-19,laurie32@example.org,timothymonroe@example.org,24-05-2000,,26997,02-20-2018,76776847777991961952,(0.8372740348899488+0.3467068976644462j),03-13-2000,,2002-02-03,0.7935074263640793,14204719467358287449,571,True,6879776901
